Customer Name,Review Topic,Review Body,Rating(of 5),Review date
AJIDE,love this,good product enjoying it,4,23-11-2021
e Anerobi,Nice,"This is my second one in 2 weeks. Gave my wife the first and had to get another and I must say, so far so good. Sound is good with good stuff and this is good stuff",5,23-11-2021
KWUEMEKA,Good and bad,Nice sound but mic keeps disconnecting during calls,2,23-11-2021
lekan,unique,I enjoyed it. Working fine,5,23-11-2021
st Bebu Marshall,FreePods-3 Review,"Nice fits, portable and beautiful bass.
The FreePods-2 had a function to increase and decrease volume but unlike the FreePods-3 which doesn’t have such functions.",5,23-11-2021
uel Emeka,I love it,Very clear sound when making calls which is what I have been looking for in a long time,5,23-11-2021
OLA,Solid,"Its the original one. Good battery over 6+hrs, Top notch sound quality. Its lovely.",5,23-11-2021
l Techie,The Bass is Top Notch,Oraimo did a great job. I love it Review here:  YouTube.com/PaulTechie,5,23-11-2021
bo,Amazing Freepods...but they hurt,"The Earbuds sound nice and the bass is good. The battery is also good as the buds last long hours with music playing. My only complain is that they hurt my ears. I've tried all the ear tips and none of them fit well into my ear, so listening to music for long periods is not always smooth for me. Maybe those with bigger ears will enjoy the buds better. Aside that, the Oraimo Freepod 3 is great and worth the price.",3,23-11-2021
us Ola,It’s okay,It’s okay,3,23-11-2021
wadarasimi,nice,Very nice,5,23-11-2021
MESE,Very nice,The bass is really nice and loud. The battery lasts very well.,5,23-11-2021
dosu Mobolaji,Awesome Sound,Very good sound and it last long. I wish you try buy one today,5,23-11-2021
gbo,i love it,its the best buds have used so far,5,23-11-2021
c,Perfect sound,Perfect sound,5,23-11-2021
iel,So cool,Compatible with all devices...the best after apple airpods,5,23-11-2021
sanya Abdul mujeeb,Great product,It’s a very nice product to own,5,23-11-2021
tayo,Great!!!,Works well,5,23-11-2021
nce Ugochukwu,The sound productiom nd battery duration.,"It's really a good one, just as advertised and also a good value for money.",5,23-11-2021
AFUNMI,I like it!,The sound is clear and nice. ENC is good enough but don't expect magic.,5,23-11-2021
it,Amazing,"Very nice product, good sound and value for money.",5,23-11-2021
ahim,I like it,Great quality!,5,23-11-2021
an,Oraimo freepods 3 2 baba edition,It's just perfect,5,23-11-2021
WASEAJ,oraimo,The sound is great,5,23-11-2021
oma Chidiebere,The packaging is superb,So far wonderful,5,23-11-2021
atudeen,mr,Excellent,5,23-11-2021
urRahman,Good,Good Music,5,23-11-2021
ola,Perfect,Perfect Sound and Strong Battery,5,23-11-2021
ke Brian,It’s nice,"I love it, it’s nice long battery life, loud and comfortable .",5,23-11-2021
n Kings,originality,"At first I was thinking of the stress of having to return the product if it wasn't an original oriamo product, but when it arrived finally it was exactly what I expected.... I charge only in the evening when am home.",5,23-11-2021
ulope,LOVE IT,Love the bass,5,23-11-2021
ONNIA,nice!!!,"The bass is as advertised, nice audio filtering.",5,23-11-2021
uwanimi,Great earbuds,The sound is nicee,5,23-11-2021
er,nice,Nice bass i love it,5,23-11-2021
hi,it's perfect,Awesome sounds,5,23-11-2021
an,sounds very well,The oraimo airpods is good but it inches the ears,5,23-11-2021
damola,very good product,The sound,5,23-11-2021
wan,great,Nice bass,5,23-11-2021
SEYI,good battery life,Battery lasts long,5,23-11-2021
bami,pleased,Make sense,5,23-11-2021
red,oraimo earbud3,Enc is very perfect.. Lovely.,5,23-11-2021
e,Amazing sound,"It is the bass for me ..... 
It has a rich bass....",5,23-11-2021
son,Nice,Good product,5,22-11-2021
mali,I really love it,The sound is great,5,22-11-2021
GSLEY,Oraimo is great!,Small and very portable. The sound quality and battery life is out of this earth! Great product,5,22-11-2021
ios,Excellent,Quality product,5,22-11-2021
leke,I love it,It's really good for the money,5,22-11-2021
GARI,love it,Standard ✌,5,22-11-2021
h,Love it,Nice product,5,22-11-2021
ukemi,I like it,"The product is good so far 
I’m enjoying it",5,22-11-2021
tor,I like it.,"Beautiful design. Quality sound, though the bass could still be better. Battery life is alright. Not being able to customize touch control can be frustrating but is manageable. Overal good product.",4,22-11-2021
gsley,I love it,"It's worth every penny, the long lasting hours, the fast charging and even the light weight.",5,22-11-2021
dy,I love it,Really nice sound quality and punchy bass,5,22-11-2021
ry,Grt!!!,Super bass,5,22-11-2021
taah,cool,Very Good,5,22-11-2021
,review,"This is my first earbuds experience.
It looks pretty cool, the design is spectacular.
The sound quality is great, especially the bass.
For a bass lover this is phenomenal, the best part is the bass is outstanding but it doesn't drown out the highs and mids.
I wouldn't for outdoors/busy environments with the ear tips on (bass mode).
The ear tips block out external sounds and amplify the bass, almost sounding like strong headphones.
Without the ear tips you can't get much bass which sucks but you would be able to hear what's happening around you and it feels a bit lighter on the ear without the tips.
I haven't used it long enough to say more but it's quite authentic for the price range, it's a good buy",5,22-11-2021
AS,Like it,"It is as described 
I like it",5,22-11-2021
SAN,It's meeting the expectation,It works very well and worth the hype.,5,22-11-2021
wa,Wow dis is amazing.,Confirmed Product! Dis really amazed nice one from Oriamo.,5,22-11-2021
wojolu,I like it,"It the best 
Worth the price",5,22-11-2021
URE,IT STAYS,It fit's and stays on both ears. Finally,4,22-11-2021
LINS,I like it,Not too comfortable with my ear but the sound quality is pretty good,4,22-11-2021
oluwa,I like it!,It's actually really good. But no volume increase or decrease on the freepods themselves.,4,22-11-2021
UN,Good but...,"You would think the FreePods 3 would be an entire upgrade to the FreePods 2 but no, some features were removed like the Power feature and other stuffs but still a solid 7/10",4,19-11-2021
SINA,great,Just that I'm finding it hard to pick calls or redail. I just need to study it well. Perfect,4,19-11-2021
KUNLE,Lovely,Lovely product,5,19-11-2021
NCIS,I love it!,Super sound!,5,19-11-2021
drach,I like it,"It has good sound, got what i ordered for. Its worth the price",5,19-11-2021
onle,good,Awesome,5,19-11-2021
ADE-IDOWU,I like it,The product is impressive,5,19-11-2021
ZODO,Oraimo ear pod,"Awesome sound, bass and battery. Causes pains to the ears occasionally. Aside that, Perfect",4,18-11-2021
Y,Enjoyment all the way,Beautiful product and Very nice,4,18-11-2021
gbabu,I like it,Worth the value,4,18-11-2021
nce,oraimo freepods 3,"I like the sound quality, the bass is okay, the call quality can be better,",4,18-11-2021
anna,Amazing,It's very good as advertised.,5,18-11-2021
ib Bolaji,Nice,The position in ear is not fashionable,5,18-11-2021
DOSU,great,Nice quality,5,18-11-2021
yd Anunam,Working good ????,It’s perfect!,5,18-11-2021
ka,gr8,it's cool,5,18-11-2021
iola,Greatproduct,The sound quality and tge battery life is great,5,18-11-2021
N,pod,Bass is amazing ????,5,18-11-2021
ocent,excellent,It's strong an excellent.,5,18-11-2021
KUNLE,value for money,The comfortability of the pods and the bass is an improvement from the previous version,5,18-11-2021
NEFO FRANKLIN,It’s a good product,Noise cancellation,5,18-11-2021
ede,sound,Just too perfect,5,18-11-2021
ayTan,nice,Terrible delivery.... but the buds are cool though,5,18-11-2021
arinwa,free pod 3,"Auto connect, and the good and sound output",5,18-11-2021
toke,THE BASS,The bass,5,18-11-2021
,Great value for money,The environmental noise cancellation works perfectly fine.,5,18-11-2021
,i love the sound like mad,Been great so far conversation feels like its face to face,5,18-11-2021
niyi,Perfect product,The sound and the durability,5,18-11-2021
enike,Affordable and value for money,"Great for music, good for calls too. It’s affordable and a great value for money",5,18-11-2021
ddeus,Great quality,Nice bass. Deserves 10 stars,5,18-11-2021
tin Nzan,Oraimo,Superb,5,18-11-2021
YD EZEKWE,FreePods 3,Excellent production. I love it,5,18-11-2021
chal,I love it,"The freepod3 is the best. The battery last a full day non stop,, i got exactly what i wanted. Kudos to jumia",5,18-11-2021
CKS,fantastic,Best pods i have used in a while.,5,18-11-2021
dera,I Love it,The oraimo freepod 3 is the best with good sound and long lasting battery,5,18-11-2021
MOBO,Good,Excellent,5,18-11-2021
OCENT,Great product,Fantastic sound and sleekp,5,18-11-2021
ES,I like it,Like the Bass.,5,18-11-2021
omi,perfect,"It was perfect, exactly like  the same item displayed",5,18-11-2021
y Amobi,Awesome,Worth it,5,18-11-2021
UF,I dont like it,"People calling me can hardly hear me using the FreePods-3 2Baba. I will have to remove it and use my phone directly.

And this isnt good enough because i did not purchase this for just music alone.  so sad I did purchased it.",2,18-11-2021
unopribo,Charging,mine dosn't stop charging automatically as it is on manual,3,18-11-2021
,yap,They should improve,3,18-11-2021
ra,good quality,I like how it feels on my ear,4,17-11-2021
mi,Quality is amazing!,Well the freebuds' right ear keeps coming out.,4,17-11-2021
CE,its actually a great earbud,"My only problem with it is that after the earbuds have been in your ears a while, it starts hurting. Maybe y'all could make the next design a tad smaller. It is otherwise amazing",4,17-11-2021
ULLAHI AMIN,Good Product,Am totally in love with d product. Its everything I want in an earbuds,4,17-11-2021
uq,good,Not a bad product and was delivered on time,4,17-11-2021
ga,i like it,It's worth the price.,4,17-11-2021
TOR,sound,Perfect,5,17-11-2021
n,Very wonderful product,Great sound and battery life is long lasting. I highly recommend this product.,5,17-11-2021
SON THOMAS,very good,Very very good i love oraimo products,5,17-11-2021
rhib,this is my mini home theater (sound system),"I'm not trying to over hype it oo but this is one of the best earpods I've ever come across, connectivity is perfect, the sound especially the base is excellent, the battery is outstanding, the Bluetooth distance is superb and it's rugged. Oraimo products are basically built for Nigerians.",5,17-11-2021
anuella,beautiful,The new design is flawless,5,17-11-2021
nsola,nyc,It's awesome,5,17-11-2021
mola Olutoyin,"Solid, Value for every kobo.","Noise cancellation, solid and sleek appearance, clarity of sound, durability of battery...all round excellence. Oraimo is always on point.",5,17-11-2021
yinka,Nice product,"The bass is super excellent,",5,17-11-2021
,Excellent,Good bass and long battery life,5,17-11-2021
teju,Make sense,Make sense,5,17-11-2021
bo,sound effect,Great sounds effect. Clear audio while on voice calls. Still trying to get used to using it though.,5,17-11-2021
ilayo fabusuyi,Good,Let it connect to calls automatically,5,17-11-2021
kson,mx,The sound is perfect,5,17-11-2021
,Oraimo Freepod 3 Review,Good product,5,17-11-2021
ssz,this is cool,I love it die????,5,17-11-2021
be,I love it,"Can't say much,but perfectly in love with the  earbuds...",5,17-11-2021
tor Anwakang,Me,Great sound production,5,17-11-2021
ac,good,It give the best sound,5,17-11-2021
ul-azeez,Fantastic,It's indeed superb than the way it's been describe.,5,17-11-2021
urrahman,Excuisite,There has been no problem with it it has worked absolutely great and also looks very nice I am currently wearing it and using it's microphone to audio type,5,17-11-2021
watobiloba,Good one,Good product,5,17-11-2021
YE,perfectness,Everything abt it is lit,5,17-11-2021
rles,Oraimo,D bass is dope..,5,17-11-2021
oola,super fun,"The beat, the bass it's one of a kind.",5,17-11-2021
ISTOPHER OBIOSAH,Nice,The bass could be improved better,5,17-11-2021
A.,Awesome product,A decent improvement over the version 2.,5,17-11-2021
ir,I like it,I love the sound it brings,5,17-11-2021
su,I like it,It's amazing ????,5,17-11-2021
msDee,worth having,Works perfect,5,17-11-2021
ise,prefect,right on point,5,17-11-2021
emiah,Sound quality,Best sound quality I've ever heard......????,5,17-11-2021
da Madu chiwar,Thank you,It is really what it is so cool,5,17-11-2021
ra,Dope!,It's just dope!... that's just the best term to use to describing the feelings it gives????,5,17-11-2021
dence,????????,The ba3 life,5,17-11-2021
uwajuwoni,oraimo freepods3,"The ""boom""!",5,17-11-2021
am,Oraimo FreePods-3,It works perfectly. Dope bass and cool charging case.,5,17-11-2021
hie5683,worth the price,Get one and find out more...,5,17-11-2021
,great,Nice product,5,17-11-2021
.,I don't like it.,Key functionalities are missing compared to Pod 2.,2,16-11-2021
omagnificos,okay product,"Sometimes when I try making calls no one hears me its frustrating I'll hv to restart it like 5 times to be able to pick my voice up on calls ????   

Besides that, music sounds good not the best but makes sense nd last long atleast.  Speedy connection it's good....

For online gaming the latency isn't accurate enough you'll shoot before getting the shot sound.....

Work on this on the next in line.
Thanks ???? ????",3,16-11-2021
UEL ISRAEL,Great,"A pouch should be created for it, its not in the market",3,16-11-2021
oluwa,Oraimo freepod 3,"Actually the freepod is nice but too big for my ear and painful to it. Also I could not use it to make call, they don't hear me when I use it to call. But with music it is beautiful",3,16-11-2021
WAN,OK for music,"It needs to be optimized for gaming, there's an audio lag of about 1s",3,16-11-2021
anuel,Good product,The product is great. The sounds without the buds should be improved as well.,4,16-11-2021
KAN,Good Enough,"The free touch is probably not sensitive enough. Cos you have to tap several times before it responds. But the sound is great, The battery power is amazing and the grip is perfect... It hardly falls off (I once used it to run in the rain. It didn't fall of and the water had absolutely no effect on it).",4,16-11-2021
ky,great product,"Nice, it works fine",4,16-11-2021
hif,very good,It's a very good product,4,16-11-2021
y,nice,Seems battery life isn't portrayed correctly though,4,16-11-2021
nne,I like it.,Nice battery life. Not too strong in the ears. But a decent product.,4,16-11-2021
our,"Nice sound, good bass,.perfect fit",Increase the Bluetooth connection range,4,16-11-2021
YE,"i like,","Sometimes people complain about not hearing me properly, besides that, the sound quality is top notch.",4,16-11-2021
efa Priye,The Oraimo freepods 3 is amazing,It does the work for an average priced freepods. The ear fit is good too.,4,16-11-2021
ID,i like it,"ok, i like it",4,16-11-2021
WALE,Cool,It is clear enough,4,16-11-2021
SSING,excellent product,"Great value for money. Does what it is suppose to do.
You just need to to improve the latency, add ANC and an app to tweak the pod settings. Overall and excellent product considering its price",4,16-11-2021
RY,its cool,The bass is something else. Get your Oraimo free pod 3 today,5,16-11-2021
s,perfect bass and long battery life,perfect bass and long battery life,5,16-11-2021
on Cephas,Confam earbuds!,"Really great sound quality from oraimo
Love it!",5,16-11-2021
sola Morohunfolu,Better that FreePods-2,"Great sound, the case looks good too. Overall great user experience",5,16-11-2021
oha,Great,It’s very great...I call it my wife,5,16-11-2021
em,The sound,The  noise control and the bass is the best so far,5,16-11-2021
nemerem,Satisfied,This Bluetooth device has nice sound and also lasts long.,5,16-11-2021
gata,kool,I like it,5,16-11-2021
,Worth it ❤️,"It's an awesome improvement compared to FreePods2. Just realised I've been wearing them wrong since I got them 2 days ago. I mistakenly figured it out today and this bass they worked on is ????
They even removed that annoying ""Disconnected"" and ""Batri loooow!"" that Tuface says in FreePods2 ????",5,16-11-2021
nus,Nice Battery,The ear buds works just perfectly fine????.. The battery life nah mad oh! Nice one from Oraimo????,5,16-11-2021
riel,Good product,It's just what I needed. Thanks,5,16-11-2021
rew Emeghara,Perfect!,"This was a good buy, I don’t regret it one bit  highly recommended if you fancy bass",5,16-11-2021
ke Martins,Nice,"Nice 
 I love it",5,16-11-2021
ell,AMAZING,"AMAZING PRODUCT, AMAZING DEAL, AMAZING DELIVERY SPEED!!! I couldn't say less. Thank you for the Service, Jumia.",5,16-11-2021
EBRI,ok,Good item,5,16-11-2021
anuel Dickson,Mr,"This right here is beautiful and the sound is awesome, you can hear tiniest instruments",5,16-11-2021
mide,I like it,I like the bass of the device. It's really cool,5,16-11-2021
san,Hassan,Great product,5,16-11-2021
i Oladunjoye,Good,Good freepod,5,16-11-2021
id,good,Long lasting ????,5,16-11-2021
ima,sounds,It's sounds very good and it's portable,5,16-11-2021
g,Oraimo freepod-3,The bass is nice and sound very well,5,16-11-2021
TUNATE,Good product,"Product was well packaged and delivery was fast. Good bas;, battery lasts long enough and it fits perfectly well into the ear. 
Value for money.",5,16-11-2021
id,ear piece review,"Very awesome, battery last long on average volume... Also has powerful bass. Like the design it's sliq, It's a very good product u won't regret the purchase. Also come with good packaging too.",5,16-11-2021
MAZINO,perfect,Works like fire ????????????,5,16-11-2021
aowo Daniel,Very good,Reducing the cost,5,16-11-2021
uman,amazing,"The bass, the fit and the design, top notch",5,16-11-2021
kunle Jokosanya,Good,I love the new AirPod,5,16-11-2021
umi,excellent,I love it,5,16-11-2021
eph,"it works fine,nice sound and bass",The quality,5,16-11-2021
o,Sound,"Amazing bass and surround sound
I could hear the singers thoughts even",5,16-11-2021
ul Hafiz,Great,Sound quality is very good.,5,16-11-2021
est,one of d best,The sound is something else and is so clear when making call,5,16-11-2021
AWEMA,Good,Thumbs up,5,16-11-2021
a,productivity,I????It ....Wonderful,5,16-11-2021
sat,Oraimo earbuds,Hubby loves it and it's working well,5,16-11-2021
ECHUKWU,Perfect sound,Mad output... best buy so far. The water resistant part is not so true tho because mine started having slight issues after it fell into a bucket of water but I'm still impressed by its overall performance and battery life.,5,16-11-2021
ice Celestine,Cool,I like it,5,16-11-2021
ry,Nice product,It's nice,5,16-11-2021
OH DELE ALONGE,It’s a downgrade to the Freepod 2,"It’s looks like Freepod 0, too loud, no bass, it disconnect at will, lack sensitivity. I advise you buy the Freepod 2 rather than 3, it’s a poor work put together I see it like a downgrade. DO NOT WASTE YOUR MONEY ON THIS LIKE I DID.",2,15-11-2021
i,I had better expectations,"While the bass mode with the rubber attachment is ok even tho it can become unformfortable after some time, I must say the awareness mode is nothing to write home about. Well, I guess I have to continue using it like that for the main time.",3,15-11-2021
nbi,Good sounding earbuds,"It has excellent price to quality ratio. The microphones are excellent especially at this price point. The only issue with the pods is the fit. It's totally uncomfortable for long term use. I can barely use it for more than one hour without feeling subtle pains due to the poor fit.
The same challenge is experienced with or without the various ear tips included in the package.

If it fits your ears perfectly, then you should have no issues with it.",3,15-11-2021
EKA FESTUS,Perfect,It’s cool,2,15-11-2021
edikachukwu,I like it,Great product with clear bass sound. Battery also last long,4,15-11-2021
C.,I like it,It's working optimally so far.,4,15-11-2021
,"It's nice, but not perfect yet.","The battery capacity is manageable though. Aside that, the base is nice, you can answer calls with it but the phone has to be very close to you for the person to hear clearly.",4,15-11-2021
buzo,lovely product I must say,"I don't know if the pods have a mouthpiece though cuz I tried making a call without holding my phone and the other person could barely hear not until I brought the phone closer to me Asides that, music and every other thing has been great.",4,15-11-2021
ji Michael,great Eardbuds,Perfect so far. Providing DIFFERENT SOUNDS,4,15-11-2021
,Worth it.,"Considering the price, these freepods 3 deliver. An audiophile might not consider buying this but a regular human would, to get a bit of beyond average music experience. That said, the ENC is not a solid home run; I wasn't not expecting it to (price factor). It suffers connectivity issues with my laptop mostly and latency with both laptop and phone (at least on my devices). That said, good frequency response and great battery life at the price.",4,15-11-2021
zaram,"It's just perfect, i like it","Comfortable to wear, the sound quality is impressive and the noise cancelling feature works",4,15-11-2021
id,okay,it's very ok,4,15-11-2021
watodimu,Good,It's good for the price,4,15-11-2021
eror Da Grëãt,"I like it, I got what I ordered",The only reason it got a 4 star is because of how it fits. I have to constantly push it in before it stays. It’s a good product overall,4,15-11-2021
NCE,Love,I love it die,5,15-11-2021
il,i like it,Nice sound,5,15-11-2021
ne,I love it,"It’s exactly what I wanted and I really love that
And the delivery of the product was super fast✨",5,15-11-2021
aland,I love it.,Nice Bass. Good Battery,5,15-11-2021
os,I love it,The bass is super great. Working perfectly. No complaints at all.,5,15-11-2021
TINE,Good product,"Bass/sound is good, quality good, battery excellent, ENC work very well,I would definitely recommend you get this 10/10",5,15-11-2021
luku,I love it,I I has the kind of bass I've been looking for,5,15-11-2021
tine,I like it.,It's not perfect. But it's obviously a short term choice.,5,15-11-2021
ulsamad,Omoorr. Oraimo did a nice job for this.,"Sound was so good. Perfect, everything about it is good. 

Cool to use on ear.",5,15-11-2021
,better than the second,"Great buy. Bought it for cheap too, so value for money! Mic picks up voice during calls way better than the freepods2. Better audio, better fit, better battery life.",5,15-11-2021
sunkanmi,I like it,Perfect,5,15-11-2021
oluwapo,I Love it,Best Ever,5,15-11-2021
la Ben,Strong Battery life,"It has an amazing battery life, fits in the ear and the bass is okay.. 
The cons is that it has no active noise cancellation though can pretty block noises around you a little bit. But when you're in public like say in the road, you will notice the missing ANC. 
Totally it's worth the price... The battery is amazing. I used it a full day and only charged once.
Worth the buy!",5,15-11-2021
omoye,Incredible,Oraimo is the best ????????????. I love it,5,15-11-2021
toye,Perfect bass,I totally love the bass. Great upgrade from the Freepods 2.,5,15-11-2021
istopher,I like it,Quality buds,5,15-11-2021
nces,.........,This oraimo freepods-3 i can say is better than freepods-2. I like the 2 modes it has and the battery life is good,5,15-11-2021
ilola,I love it,I love the packaging and the freepods works well.,5,15-11-2021
ny,Amazing!,Oraimo outdid themselves with this one. I'm even more impressed with the battery life. The sound clarity is on another level,5,15-11-2021
yam,Great bass,Great bass… I love it,5,15-11-2021
HRO,good buy,"The notice cancelation works the bass, trebel works very well, the battery lasts long, so yh it's a great buy",5,15-11-2021
apo,Dope!!!!!,great product from oraimo,5,15-11-2021
anuel,nice product,Sounds great,5,15-11-2021
dex,I like it,Oraimo to the world,5,15-11-2021
yemi,Decent,Works fine easy to connect... but has approximate 1.7s lag so sometimes when u pause take almost 2s to do that same as when u play... used it for my COD mobile game and I'll shoot like 2s before I start hearing the sound... apart from that quality device,4,14-11-2021
dapo,I like it,Clear sound.... Nice fit... Great design ????,5,12/11/2021
swill,Very good,Lovely,5,12/11/2021
nymous,Great product,"Awesome bass on this one.
Did not disappoint",5,12/11/2021
MIDE OGEDENGBE,I love it.,Amazing Sound and feel. Cannot fall of the ears even when running.,5,12/11/2021
WAFEMI,Quality product!,Only snag is rubber falls off sometimes.,5,12/11/2021
aham,Bass,Top quality,5,12/11/2021
iour,I love it,"Have always been a lover of oraimo products, the bass is really different and long lasting battery life",5,12/11/2021
o!,Awesome fit! Wcked Bass,"It's extremely epic having on of these, sounds super and delivery literally took less than 2 working days, me likey! 100 stars",5,12/11/2021
ike,I would recommend.,Great sound. Swift pairing. Good battery life.,5,12/11/2021
som Best,its really dope,"I recommend, trust me",5,12/11/2021
ome,Glad i got it,"I must say the freepod is everything and more, I'm glad i got it. The bass and the sound are everything. Thank you oraimo for this wonderful product and thank you jumia for the fast delivery",5,12/11/2021
gbite,It's a madness!,You'd hear everything!,5,12/11/2021
IAM,Excellent,My customer loves it especially the express delivery,5,11/11/2021
rick,Oraimo Freepods-3,Product is nice and delivery was very good,5,11/11/2021
o Blac,amazing product to use,It's long lasting ????❤️ amazing product,5,11/11/2021
Y,perfect wit a good bass,This is simply a good product. A lot of sound from this small speaker.,5,11/11/2021
son,I love it,I love it,5,11/11/2021
orism,Really love the product,"Love it, plus it was very affordable thanks to Jumia",5,11/11/2021
feek,It's Good,It's good but I don't really enjoy the ENC,4,10/11/2021
uel,Very okay,The bass mode maaad,5,10/11/2021
umba,ok,Ok ok ok ok,5,10/11/2021
ny,I like it,Good quality. Great improvement from the freepod 2,5,10/11/2021
nboile,I love it,"It works as advertised, good product, good quality.",5,9/11/2021
zzy,Oraimo freepods 3,The pods fit perfectly and the sound is amazing..Great quality and its affordable.,5,9/11/2021
cious,Same old,"Nothing special about it,
Just some regular headset...",2,9/11/2021
hony,its nice for the price,nice for the price. the issue i have is that it stops and continues without any major obstruction of the Bluetooth connection,4,9/11/2021
shall,I LIKE IT,It is lovely good sound quality and lasting battery,4,9/11/2021
e,its very nice,Is ok but sometimes it use to pain in the ear,5,9/11/2021
wadamilola,Amazing sound,"It is better than what I expected. Though, the ears from me are not that fitting but it is still manageable. I love the bass",5,9/11/2021
owa,It’s an amazing device,What you pay for is what you get..  the price and quality go hand in hand,5,9/11/2021
ul,Review of Freepods 3,"The Bass and audio quality is great , the mic is good but I do get complains sometime of not being heard clearly sometimes",4,8/11/2021
SELL,"Nice product, value for price",Good sound quality for call and music,4,8/11/2021
nifer Akankali,Oraimo Freepods 3,"It works okay, however the additional earplugs are quite uncomfortable.",4,8/11/2021
enna,Very fantastic I like it,Very good,4,8/11/2021
nkpa,Why can't i control the Volume of the freepod3?,"It is indeed top notch and one of the best of its kind,i only observed that there is no volume control on the araiom freepod3  earbuds which was one of the features i really enjoyed in the freepid2 verson.",4,8/11/2021
kwuemeka,Great,"It's lows and high are evenly tuned and it volumes can be high, but not too sure of its environmental noise cancellation",4,8/11/2021
to,Good product,"Good product , could do well with a better tap setting and noise cancellation",4,8/11/2021
umide,Ergonomics,The ergonomic design is not good enough,4,8/11/2021
fisayo,OraimoFreepod3,Satisfactory,4,8/11/2021
ponnle,work on the bass adjustment via smart phones,The product is nice,4,8/11/2021
nik,Hi,Hi hi hi,4,8/11/2021
anuel,Soundgasm,"You just gotta love this product! . The bass is perfect, and the product Itself is equitable, enjoyable, useful and usable.",5,8/11/2021
DUM,Excellent device,Good sound,5,8/11/2021
watoba Ayeni,Lovely,What I requested was what I got….all thanks to oraimo,5,8/11/2021
ok,Great Product,"High bass quality, clear sound (HD), and environmental noise cancellation as advertised by Oraimo. Keep up the good work. 
The delivery agent was fast. Kudos to him. Keep up the good work, Jumia.",5,8/11/2021
hael,best i have ever seen,"The best of the best .. When i first got it i didnt really understand how its functions are like until i went through the manual .. Its is the best the bass pure sounds .. First time am buying something from jumai with complain tnks oriamo , thanks jumai..",5,8/11/2021
nMorriS,The Quality is topnotch.,"The design, The sound, The battery life is superb.",5,8/11/2021
machukwu,I like it,Nice products and timely delivery,5,8/11/2021
n,the battery,The battery,5,8/11/2021
h Ada,Oriamo freepod 3,Coooool,5,8/11/2021
ULMARUF,Lovely ????,Oraimo product,5,8/11/2021
imfon Udeme,It’s perfect,Should have volume control on its own. Sound too low,5,8/11/2021
y,oraimo freepods 3,Awesome exactly what I ordered ????????,5,8/11/2021
mehule Success,Very nice good sound and wonderful battery life,Waiting for the pod 3 pro,5,8/11/2021
ka,i love it,The sound,5,8/11/2021
n,It's a decent product,"I love the sound and battery life. The only thing that I have issues with is the lag when watching video. If you're picky, it'll be an issue for you",5,8/11/2021
OLUWATOMIDE,I love it,I really love it. Oraimo is one of the best.,5,8/11/2021
ninyene,perfect product.,The bass and the battery is perfect. Kudos to Oraimo,5,8/11/2021
lor,I love it,The bass and sound is magic. Gave me goose bumbs at the first tym,5,8/11/2021
DOZI,great product,good sound with strong battery life,5,8/11/2021
eph,Cool,The bass is awesome,4,8/11/2021
uel,very good,The specs are just as it is,5,8/11/2021
son,nice,Nice product,5,8/11/2021
kwuemeka,Great,Really love it,5,8/11/2021
ky,I love it,The product is actually nice as advertised. Unique sound moreso the bass output is actually mad. Having little challenge with the earpord staying firm on my ear tho,4,8/11/2021
MA,I am happy,Good buying stuff on jumia,5,8/11/2021
ed,Like it,Performance conformed to specifications.,5,8/11/2021
WOLE,Very Loud and Clear,Excellent,5,8/11/2021
wemimo,Not as I expected,It's okay,4,8/11/2021
nezer Agunloye,So lovely,Sounds better,4,5/11/2021
,Pairing,Not able to pair my 2 phones at the same time like the freepods 2,4,5/11/2021
itope Oluwabiyi,Review,It was good,4,5/11/2021
iyu,I love it,I love it wey more better,5,5/11/2021
phen,nice product,Perfect bass,5,5/11/2021
ER,Best among the Best,"The Bass is like you are in a studio.
I love it. Nice one jumia",5,5/11/2021
YU,good product,very good quality product...only lame/annoying part is tuface's voice as he says 'connected' lol,5,5/11/2021
tor,It is so wonderful full of bass I love it,I love the 2 pod 3 I love the sound soft and nice with balanced bass,5,5/11/2021
vanus,ORAIMO FREE PODS 3,Additional increase in sound,4,5/11/2021
UOLISE,sweet,It was worth buying.,4,5/11/2021
 Shadrach,Great but …..,The EarPods are great but when using the rubber tips they are quite uncomfortable to wear.,4,5/11/2021
eem,a good upgrade,a good upgrade to freepods 2,5,5/11/2021
ANUEL,ok,Ok okok,5,5/11/2021
orunsho,Great product,I enjoy the product.,5,4/11/2021
,amazing.,Awesome. Product,5,4/11/2021
za Umar,oraimo,The sound,5,4/11/2021
h,Bass,The bass is super,5,4/11/2021
da,Does the job,"It’s not painful in ear. The sound quality and base also very good. It holds a charge and lasts over 5 hours use with a charge. You don’t need to continually charge the case. A day’s charge can last more than 24 hours for you to keep recharging the EarPods 

I love the black colour.",5,4/11/2021
n,I like it,Quality stuff,5,4/11/2021
N,Great product,Very lovely,5,4/11/2021
sh,I like  it,Nice product,5,4/11/2021
i,battery,The left earbud stop charging after getting low I put in back in the case too be charge but it doesn't last long after two song,1,3/11/2021
bisi Oluwaseyi,left ear bud issue,It's pretty good but the left ear bud isn't responding  to touch,1,3/11/2021
ulazeez,Great,It's a 100%,3,3/11/2021
n,the bass does not hit hard its jus loud,Yes it can be better put good bass not making it excessively loud,3,3/11/2021
sa,Decent,Does everything mentioned but the bass and the enc could be better,4,3/11/2021
